Sector,Code,Url,Company,Market Cap,Share Price,% Change
Materials (XMJ),ASX:TTT,https://www.listcorp.com/asx/ttt/titomic-limited,Titomic Limited,34.46M,0.18,0.00%
Materials (XMJ),ASX:WRM,https://www.listcorp.com/asx/wrm/white-rock-minerals,White Rock Minerals,34.16M,0.225,0.00%
Materials (XMJ),ASX:WC8,https://www.listcorp.com/asx/wc8/wildcat-resources-limited,Wildcat Resources Limited,34.05M,0.053,0.00%
Materials (XMJ),ASX:HXG,https://www.listcorp.com/asx/hxg/hexagon-resources,Hexagon Resources,33.45M,0.075,0.00%
Materials (XMJ),ASX:BNZ,https://www.listcorp.com/asx/bnz/benz-mining-corp,Benz Mining Corp,33.25M,0.65,0.00%
Materials (XMJ),ASX:GMR,https://www.listcorp.com/asx/gmr/golden-rim-resources,Golden Rim Resources,33.21M,0.135,0.00%
Materials (XMJ),ASX:VR8,https://www.listcorp.com/asx/vr8/vanadium-resources-limited,Vanadium Resources Limited,33.12M,0.07,0.00%
Materials (XMJ),ASX:CUF,https://www.listcorp.com/asx/cuf/cufe-ltd,CuFe Ltd,33.11M,0.035,0.00%
Materials (XMJ),ASX:SMG,https://www.listcorp.com/asx/smg/soon-mining-limited,Soon Mining Limited,32.77M,0.20,0.00%
Materials (XMJ),ASX:WAK,https://www.listcorp.com/asx/wak/wa-kaolin-limited,WA Kaolin Limited,32.64M,0.205,0.00%
Materials (XMJ),ASX:VYS,https://www.listcorp.com/asx/vys/vysarn-limited,Vysarn Limited,32.53M,0.083,0.00%
Materials (XMJ),ASX:AML,https://www.listcorp.com/asx/aml/aeon-metals,Aeon Metals,32.47M,0.0375,0.00%
Materials (XMJ),ASX:LRL,https://www.listcorp.com/asx/lrl/labyrinth-resources-ltd,Labyrinth Resources Ltd,32.17M,0.037,0.00%
Materials (XMJ),ASX:LM8,https://www.listcorp.com/asx/lm8/lunnon-metals-limited,Lunnon Metals Limited,31.79M,0.415,0.00%
Materials (XMJ),ASX:GML,https://www.listcorp.com/asx/gml/gateway-mining,Gateway Mining Limited,31.64M,0.014,0.00%
Materials (XMJ),ASX:AGS,https://www.listcorp.com/asx/ags/alliance-resources,Alliance Resources,31.2M,0.15,0.00%
Materials (XMJ),ASX:TKM,https://www.listcorp.com/asx/tkm/trek-metals-limited,Trek Metals Limited,31.05M,0.10,0.00%
Materials (XMJ),ASX:BSR,https://www.listcorp.com/asx/bsr/bassari-resources,Bassari Resources Limited,31.04M,0.013,0.00%
Materials (XMJ),ASX:MKR,https://www.listcorp.com/asx/mkr/manuka-resources-limited,Manuka Resources Limited,30.95M,0.305,0.00%
Materials (XMJ),ASX:XTC,https://www.listcorp.com/asx/xtc/xantippe-resources-limited,Xantippe Resources Limited,30.57M,0.006,0.00%
Materials (XMJ),ASX:TRY,https://www.listcorp.com/asx/try/troy-resources,Troy Resources,30.07M,0.037,0.00%
Materials (XMJ),ASX:TLM,https://www.listcorp.com/asx/tlm/talisman-mining,Talisman Mining,30.04M,0.16,0.00%
Materials (XMJ),ASX:HAW,https://www.listcorp.com/asx/haw/hawthorn-resources,Hawthorn Resources,30.02M,0.09,0.00%
Materials (XMJ),ASX:NAG,https://www.listcorp.com/asx/nag/nagambie-resources-limited,Nagambie Resources Limited,30M,0.06,0.00%
Materials (XMJ),ASX:CXM,https://www.listcorp.com/asx/cxm/centrex-limited,Centrex Limited,29.94M,0.072,0.00%
Materials (XMJ),ASX:PVW,https://www.listcorp.com/asx/pvw/pvw-resources-limited,PVW Resources Limited,29.79M,0.43,0.00%
Materials (XMJ),ASX:GMC,https://www.listcorp.com/asx/gmc/gulf-manganese-corporation-limited,Gulf Manganese Corporation Limited,29.72M,0.0055,0.00%
Materials (XMJ),ASX:REZ,https://www.listcorp.com/asx/rez/resources-and-energy-group,Resources & Energy Group,29.49M,0.059,0.00%
Materials (XMJ),ASX:SIH,https://www.listcorp.com/asx/sih/sihayo-gold,Sihayo Gold,29.48M,0.008,0.00%
Materials (XMJ),ASX:ARD,https://www.listcorp.com/asx/ard/argent-minerals-limited,Argent Minerals Limited,29.13M,0.033,0.00%
Materials (XMJ),ASX:ASQ,https://www.listcorp.com/asx/asq/australian-silica-quartz-group-ltd,Australian Silica Quartz Group Ltd,29.05M,0.105,0.00%
Materials (XMJ),ASX:AWV,https://www.listcorp.com/asx/awv/anova-metals,Anova Metals,28.66M,0.02,0.00%
Materials (XMJ),ASX:SRK,https://www.listcorp.com/asx/srk/strike-resources,Strike Resources Limited,28.35M,0.105,0.00%
Materials (XMJ),ASX:WIA,https://www.listcorp.com/asx/wia/wia-gold-limited,WIA Gold Limited,28.2M,0.061,0.00%
Materials (XMJ),ASX:BAT,https://www.listcorp.com/asx/bat/battery-minerals-limited,Battery Minerals Limited,28.17M,0.012,0.00%
Materials (XMJ),ASX:ANX,https://www.listcorp.com/asx/anx/anax-metals-limited,Anax Metals Limited,28.16M,0.079,0.00%
Materials (XMJ),ASX:IDA,https://www.listcorp.com/asx/ida/indiana-resources-limited,Indiana Resources Limited,27.84M,0.064,0.00%
Materials (XMJ),ASX:CLZ,https://www.listcorp.com/asx/clz/classic-minerals-limited,Classic Minerals Limited,27.51M,0.001,0.00%
Materials (XMJ),ASX:ORM,https://www.listcorp.com/asx/orm/orion-metals-limited,Orion Metals Limited,27.25M,0.05,0.00%
Materials (XMJ),ASX:MRR,https://www.listcorp.com/asx/mrr/minrex-resources-limited,Minrex Resources Limited,27.12M,0.04,0.00%
Materials (XMJ),ASX:GTR,https://www.listcorp.com/asx/gtr/gti-resources,GTI Resources,27.09M,0.024,0.00%
Materials (XMJ),ASX:ESR,https://www.listcorp.com/asx/esr/estrella-resources,Estrella Resources,27.07M,0.023,0.00%
Materials (XMJ),ASX:RDM,https://www.listcorp.com/asx/rdm/red-metal-limited,Red Metal Limited,27.02M,0.11,0.00%
Materials (XMJ),ASX:MQR,https://www.listcorp.com/asx/mqr/marquee-resources-limited,Marquee Resources Limited,26.76M,0.13,0.00%
Materials (XMJ),ASX:PPY,https://www.listcorp.com/asx/ppy/papyrus-australia,Papyrus Australia,26.52M,0.062,0.00%
Materials (XMJ),ASX:KAU,https://www.listcorp.com/asx/kau/kaiser-reef-limited,Kaiser Reef Limited,26.32M,0.215,0.00%
Materials (XMJ),ASX:IPT,https://www.listcorp.com/asx/ipt/impact-minerals,Impact Minerals,26.31M,0.013,0.00%
Materials (XMJ),ASX:RDN,https://www.listcorp.com/asx/rdn/raiden-resources-limited,Raiden Resources Limited,26.13M,0.019,0.00%
Materials (XMJ),ASX:RCP,https://www.listcorp.com/asx/rcp/redbank-copper,Redbank Copper,25.95M,0.05,0.00%
Materials (XMJ),ASX:LIN,https://www.listcorp.com/asx/lin/lindian-resources,Lindian Resources,25.7M,0.033,0.00%
Materials (XMJ),ASX:ACS,https://www.listcorp.com/asx/acs/accent-resources,Accent Resources NL,25.63M,0.055,0.00%
Materials (XMJ),ASX:PGM,https://www.listcorp.com/asx/pgm/platina-resources,Platina Resources,25.63M,0.059,0.00%
Materials (XMJ),ASX:PNX,https://www.listcorp.com/asx/pnx/pnx-metals-limited,PNX Metals Limited,25.57M,0.007,0.00%
Materials (XMJ),ASX:PUR,https://www.listcorp.com/asx/pur/pursuit-minerals-limited,Pursuit Minerals Limited,25.53M,0.027,0.00%
Materials (XMJ),ASX:MAN,https://www.listcorp.com/asx/man/mandrake-resources-limited,Mandrake Resources Limited,25.5M,0.053,0.00%
Materials (XMJ),ASX:RWD,https://www.listcorp.com/asx/rwd/reward-minerals,Reward Minerals,25.38M,0.13,0.00%
Materials (XMJ),ASX:EQX,https://www.listcorp.com/asx/eqx/equatorial-resources,Equatorial Resources,25.19M,0.20,0.00%
Materials (XMJ),ASX:BEM,https://www.listcorp.com/asx/bem/blackearth-minerals-nl,Blackearth Minerals NL,25.03M,0.115,0.00%
Materials (XMJ),ASX:VMC,https://www.listcorp.com/asx/vmc/venus-metals,Venus Metals Corporation Limited,24.93M,0.165,0.00%
Materials (XMJ),ASX:WSI,https://www.listcorp.com/asx/wsi/weststar-industrial-limited,Weststar Industrial Limited,24.81M,0.022,0.00%
Materials (XMJ),ASX:MAG,https://www.listcorp.com/asx/mag/magmatic-resources-limited,Magmatic Resources Limited,24.69M,0.097,0.00%
Materials (XMJ),ASX:CWX,https://www.listcorp.com/asx/cwx/carawine-resources-limited,Carawine Resources Limited,24.54M,0.18,0.00%
Materials (XMJ),ASX:MEI,https://www.listcorp.com/asx/mei/meteoric-resources,Meteoric Resources NL,24.42M,0.016,0.00%
Materials (XMJ),ASX:CZR,https://www.listcorp.com/asx/czr/czr-resources-ltd,CZR Resources Ltd,24.4M,0.007,0.00%
Materials (XMJ),ASX:AUR,https://www.listcorp.com/asx/aur/auris-minerals-limited,Auris Minerals Limited,24.31M,0.051,0.00%
Materials (XMJ),ASX:COY,https://www.listcorp.com/asx/coy/coppermoly,Coppermoly Limited,24.13M,0.011,0.00%
Materials (XMJ),ASX:BTR,https://www.listcorp.com/asx/btr/brightstar-resources-limited,Brightstar Resources Limited,24.06M,0.044,0.00%
Materials (XMJ),ASX:JAL,https://www.listcorp.com/asx/jal/jameson-resources,Jameson Resources,23.98M,0.07,0.00%
Materials (XMJ),ASX:TNR,https://www.listcorp.com/asx/tnr/torian-resources,Torian Resources NL,23.98M,0.022,0.00%
Materials (XMJ),ASX:ADV,https://www.listcorp.com/asx/adv/ardiden-limited,Ardiden Limited,23.85M,0.011,0.00%
Materials (XMJ),ASX:MXR,https://www.listcorp.com/asx/mxr/maximus-resources,Maximus Resources,23.52M,0.074,0.00%
Materials (XMJ),ASX:PNN,https://www.listcorp.com/asx/pnn/pepinnini-lithium-limited,Pepinnini Lithium Limited,23.51M,0.385,0.00%
Materials (XMJ),ASX:EQE,https://www.listcorp.com/asx/eqe/equus-mining-limited,Equus Mining Limited,23.48M,0.14,0.00%
Materials (XMJ),ASX:ARE,https://www.listcorp.com/asx/are/argonaut-resources,Argonaut Resources NL,23.44M,0.0065,0.00%
Materials (XMJ),ASX:LNY,https://www.listcorp.com/asx/lny/laneway-resources,Laneway Resources,23.42M,0.006,0.00%
Materials (XMJ),ASX:AAU,https://www.listcorp.com/asx/aau/antilles-gold-limited,Antilles Gold Limited,23.41M,0.077,0.00%
Materials (XMJ),ASX:DCX,https://www.listcorp.com/asx/dcx/discovex-resources-limited,DiscovEx Resources Limited,23.12M,0.009,0.00%
Materials (XMJ),ASX:PXX,https://www.listcorp.com/asx/pxx/polarx-limited,PolarX Limited,22.89M,0.032,0.00%
Materials (XMJ),ASX:ANL,https://www.listcorp.com/asx/anl/amani-gold-limited,Amani Gold Limited,22.88M,0.001,0.00%
Materials (XMJ),ASX:CDT,https://www.listcorp.com/asx/cdt/castle-minerals,Castle Minerals Limited,22.86M,0.026,0.00%
Materials (XMJ),ASX:CTO,https://www.listcorp.com/asx/cto/citigold-corporation-limited,Citigold Corporation Limited,22.67M,0.008,0.00%
Materials (XMJ),ASX:GSR,https://www.listcorp.com/asx/gsr/greenstone-resources-limited,Greenstone Resources Limited,22.6M,0.028,0.00%
Materials (XMJ),ASX:A1G,https://www.listcorp.com/asx/a1g/african-gold-limited,African Gold Limited,22.59M,0.19,0.00%
Materials (XMJ),ASX:IR1,https://www.listcorp.com/asx/ir1/iris-metals-limited,Iris Metals Limited,22.48M,0.545,0.00%
Materials (XMJ),ASX:ABX,https://www.listcorp.com/asx/abx/abx-group-limited,ABx Group Limited,22.36M,0.10,0.00%
Materials (XMJ),ASX:ALV,https://www.listcorp.com/asx/alv/alvo-minerals-limited,Alvo Minerals Limited,22.21M,0.305,0.00%
Materials (XMJ),ASX:MM8,https://www.listcorp.com/asx/mm8/medallion-metals-limited,Medallion Metals Limited,22.19M,0.21,0.00%
Materials (XMJ),ASX:PWN,https://www.listcorp.com/asx/pwn/parkway-corporate-limited,Parkway Corporate Limited,22.05M,0.01,0.00%
Materials (XMJ),ASX:SNG,https://www.listcorp.com/asx/sng/siren-gold-limited,Siren Gold Limited,22M,0.265,0.00%
Materials (XMJ),ASX:SUP,https://www.listcorp.com/asx/sup/superior-lake-resources-limited,Superior Lake Resources Limited,21.65M,0.13,0.00%
Materials (XMJ),ASX:CY5,https://www.listcorp.com/asx/cy5/cygnus-gold-limited,Cygnus Gold Limited,21.54M,0.185,0.00%
Materials (XMJ),ASX:ICL,https://www.listcorp.com/asx/icl/iceni-gold-limited,Iceni Gold Limited,21.21M,0.17,0.00%
Materials (XMJ),ASX:PNM,https://www.listcorp.com/asx/pnm/pacific-nickel-mines-limited,Pacific Nickel Mines Limited,21.13M,0.079,0.00%
Materials (XMJ),ASX:QEM,https://www.listcorp.com/asx/qem/qem-limited,QEM Limited,20.98M,0.185,0.00%
Materials (XMJ),ASX:PRX,https://www.listcorp.com/asx/prx/prodigy-gold-nl,Prodigy Gold NL,20.97M,0.036,0.00%
Materials (XMJ),ASX:AGR,https://www.listcorp.com/asx/agr/aguia-resources,Aguia Resources,20.93M,0.053,0.00%
Materials (XMJ),ASX:CGN,https://www.listcorp.com/asx/cgn/crater-gold-mining,Crater Gold Mining,20.87M,0.017,0.00%
Materials (XMJ),ASX:AYT,https://www.listcorp.com/asx/ayt/austin-metals-limited,Austin Metals Limited,20.87M,0.023,0.00%
Materials (XMJ),ASX:MAT,https://www.listcorp.com/asx/mat/matsa-resources,Matsa Resources,20.77M,0.058,0.00%
Materials (XMJ),ASX:AZI,https://www.listcorp.com/asx/azi/altamin-limited,Altamin Limited,20.64M,0.071,0.00%
Materials (XMJ),ASX:CNL,https://www.listcorp.com/asx/cnl/celamin-holdings,Celamin Holdings,20.64M,0.092,0.00%
Materials (XMJ),ASX:PGO,https://www.listcorp.com/asx/pgo/pacgold-limited,Pacgold Limited,20.61M,0.55,0.00%
Materials (XMJ),ASX:KOR,https://www.listcorp.com/asx/kor/korab-resources,Korab Resources,20.55M,0.056,0.00%
Materials (XMJ),ASX:TBA,https://www.listcorp.com/asx/tba/tombola-gold-ltd,Tombola Gold Ltd,20.32M,0.028,0.00%
Materials (XMJ),ASX:HLX,https://www.listcorp.com/asx/hlx/helix-resources,Helix Resources,20.14M,0.016,0.00%
Materials (XMJ),ASX:A8G,https://www.listcorp.com/asx/a8g/australasian-metals-limited,Australasian Metals Limited,20.09M,0.50,0.00%
Materials (XMJ),ASX:CLA,https://www.listcorp.com/asx/cla/celsius-resources-limited,Celsius Resources Limited,20.03M,0.019,0.00%
Materials (XMJ),ASX:MRZ,https://www.listcorp.com/asx/mrz/mont-royal-resources-limited,Mont Royal Resources Limited,19.83M,0.34,0.00%
Materials (XMJ),ASX:CLE,https://www.listcorp.com/asx/cle/cyclone-metals-limited,Cyclone Metals Limited,19.81M,0.004,0.00%
Materials (XMJ),ASX:JAV,https://www.listcorp.com/asx/jav/javelin-minerals-limited,Javelin Minerals Limited,19.76M,0.003,0.00%
Materials (XMJ),ASX:SCN,https://www.listcorp.com/asx/scn/scorpion-minerals-limited,Scorpion Minerals Limited,19.64M,0.075,0.00%
Materials (XMJ),ASX:CHK,https://www.listcorp.com/asx/chk/cohiba-minerals,Cohiba Minerals,19.48M,0.014,0.00%
Materials (XMJ),ASX:BNR,https://www.listcorp.com/asx/bnr/bulletin-resources,Bulletin Resources,19.43M,0.07,0.00%
Materials (XMJ),ASX:MCT,https://www.listcorp.com/asx/mct/metalicity-limited,Metalicity Limited,19.29M,0.009,0.00%
Materials (XMJ),ASX:HRR,https://www.listcorp.com/asx/hrr/heron-resources,Heron Resources,19.29M,0.045,0.00%
Materials (XMJ),ASX:ATU,https://www.listcorp.com/asx/atu/atrum-coal-limited,Atrum Coal Limited,19.26M,0.028,0.00%
Materials (XMJ),ASX:BMG,https://www.listcorp.com/asx/bmg/bmg-resources,BMG Resources Limited,19.2M,0.06,0.00%
Materials (XMJ),ASX:MHC,https://www.listcorp.com/asx/mhc/manhattan-corporation-limited,Manhattan Corporation Limited,19.08M,0.0125,0.00%
Materials (XMJ),ASX:TAR,https://www.listcorp.com/asx/tar/taruga-minerals-limited,Taruga Minerals Limited,18.95M,0.037,0.00%
Materials (XMJ),ASX:ARO,https://www.listcorp.com/asx/aro/astro-resources,Astro Resources NL,18.82M,0.005,0.00%
Materials (XMJ),ASX:RLC,https://www.listcorp.com/asx/rlc/reedy-lagoon-corporation,Reedy Lagoon Corporation,18.62M,0.034,0.00%
Materials (XMJ),ASX:GTE,https://www.listcorp.com/asx/gte/great-western-exploration,Great Western Exploration,18.39M,0.135,0.00%
Materials (XMJ),ASX:SRZ,https://www.listcorp.com/asx/srz/stellar-resources-limited,Stellar Resources Limited,18.35M,0.022,0.00%
Materials (XMJ),ASX:MBK,https://www.listcorp.com/asx/mbk/metal-bank,Metal Bank Limited,18.25M,0.007,0.00%
Materials (XMJ),ASX:SHN,https://www.listcorp.com/asx/shn/sunshine-gold-limited,Sunshine Gold Limited,18.25M,0.039,0.00%
Materials (XMJ),ASX:ELE,https://www.listcorp.com/asx/ele/elmore-ltd,Elmore Ltd,18M,0.022,0.00%
Materials (XMJ),ASX:LYK,https://www.listcorp.com/asx/lyk/lykos-metals-limited,Lykos Metals Limited,17.84M,0.29,0.00%
Materials (XMJ),ASX:AUQ,https://www.listcorp.com/asx/auq/alara-resources,Alara Resources,17.64M,0.025,0.00%
Materials (XMJ),ASX:BGD,https://www.listcorp.com/asx/bgd/barton-gold-holdings-limited,Barton Gold Holdings Limited,17.6M,0.205,0.00%
Materials (XMJ),ASX:FRB,https://www.listcorp.com/asx/frb/firebird-metals-limited,Firebird Metals Limited,17.42M,0.345,0.00%
Materials (XMJ),ASX:TPO,https://www.listcorp.com/asx/tpo/tian-poh-resources-limited,Tian Poh Resources Limited,17.39M,0.045,0.00%
Materials (XMJ),ASX:BMO,https://www.listcorp.com/asx/bmo/bastion-minerals-limited,Bastion Minerals Limited,17.26M,0.24,0.00%
Materials (XMJ),ASX:BEZ,https://www.listcorp.com/asx/bez/besra-gold,Besra Gold Inc,17.19M,0.10,0.00%
Materials (XMJ),ASX:KFE,https://www.listcorp.com/asx/kfe/kogi-iron,Kogi Iron,17.13M,0.013,0.00%
Materials (XMJ),ASX:GMN,https://www.listcorp.com/asx/gmn/gold-mountain-limited,Gold Mountain Limited,17.12M,0.016,0.00%
Materials (XMJ),ASX:JNO,https://www.listcorp.com/asx/jno/juno-minerals-limited,Juno Minerals Limited,16.96M,0.125,0.00%
Materials (XMJ),ASX:ADY,https://www.listcorp.com/asx/ady/admiralty-resources,Admiralty Resources NL,16.95M,0.013,0.00%
Materials (XMJ),ASX:GIB,https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,Gibb River Diamonds Limited,16.92M,0.08,0.00%
Materials (XMJ),ASX:QML,https://www.listcorp.com/asx/qml/qmines-limited,Qmines Limited,16.84M,0.31,0.00%
Materials (XMJ),ASX:ITM,https://www.listcorp.com/asx/itm/itech-minerals,iTech Minerals Ltd,16.82M,0.19,0.00%
Materials (XMJ),ASX:TAS,https://www.listcorp.com/asx/tas/tasman-resources,Tasman Resources,16.78M,0.025,0.00%
Materials (XMJ),ASX:OAR,https://www.listcorp.com/asx/oar/oar-resources-limited,Oar Resources Limited,16.69M,0.009,0.00%
Materials (XMJ),ASX:FNT,https://www.listcorp.com/asx/fnt/frontier-resources,Frontier Resources,16.5M,0.022,0.00%
Materials (XMJ),ASX:ADD,https://www.listcorp.com/asx/add/adavale-resources,Adavale Resources Limited,16.5M,0.047,0.00%
Materials (XMJ),ASX:AEV,https://www.listcorp.com/asx/aev/avenira-limited,Avenira Limited,16.39M,0.019,0.00%
Materials (XMJ),ASX:KMT,https://www.listcorp.com/asx/kmt/kopore-metals-limited,Kopore Metals Limited,16.37M,0.024,0.00%
Materials (XMJ),ASX:CAZ,https://www.listcorp.com/asx/caz/cazaly-resources,Cazaly Resources Limited,16.26M,0.044,0.00%
Materials (XMJ),ASX:GLA,https://www.listcorp.com/asx/gla/gladiator-resources,Gladiator Resources Ltd,15.85M,0.034,0.00%
Materials (XMJ),ASX:CAV,https://www.listcorp.com/asx/cav/carnavale-resources,Carnavale Resources,15.8M,0.0065,0.00%
Materials (XMJ),ASX:DEX,https://www.listcorp.com/asx/dex/duke-exploration-limited,Duke Exploration Limited,15.79M,0.175,0.00%
Materials (XMJ),ASX:CUS,https://www.listcorp.com/asx/cus/copper-search-limited,Copper Search Limited,15.79M,0.32,0.00%
Materials (XMJ),ASX:BOA,https://www.listcorp.com/asx/boa/boadicea-resources,Boadicea Resources,15.54M,0.20,0.00%
Materials (XMJ),ASX:HMG,https://www.listcorp.com/asx/hmg/hamelin-gold-limited,Hamelin Gold Limited,15.4M,0.14,0.00%
Materials (XMJ),ASX:VKA,https://www.listcorp.com/asx/vka/viking-mines,Viking Mines,15.38M,0.015,0.00%
Materials (XMJ),ASX:NPM,https://www.listcorp.com/asx/npm/new-peak-metals-limited,New Peak Metals Limited,15.3M,0.002,0.00%
Materials (XMJ),ASX:PF1,https://www.listcorp.com/asx/pf1/pathfinder-resources-ltd,Pathfinder Resources Ltd,15.27M,0.2875,0.00%
Materials (XMJ),ASX:AQX,https://www.listcorp.com/asx/aqx/alice-queen-limited,Alice Queen Limited,15.07M,0.011,0.00%
Materials (XMJ),ASX:GUL,https://www.listcorp.com/asx/gul/gullewa,Gullewa Limited,14.85M,0.078,0.00%
Materials (XMJ),ASX:AYM,https://www.listcorp.com/asx/aym/australia-united-mining-limited,Australia United Mining Limited,14.74M,0.008,0.00%
Materials (XMJ),ASX:OAU,https://www.listcorp.com/asx/oau/ora-gold-limited,Ora Gold Limited,14.74M,0.015,0.00%
Materials (XMJ),ASX:RMX,https://www.listcorp.com/asx/rmx/red-mountain-mining,Red Mountain Mining,14.64M,0.01,0.00%
Materials (XMJ),ASX:PUA,https://www.listcorp.com/asx/pua/peak-minerals-limited,Peak Minerals Limited,14.58M,0.014,0.00%
Materials (XMJ),ASX:RIM,https://www.listcorp.com/asx/rim/rimfire-pacific-mining,Rimfire Pacific Mining NL,14.45M,0.008,0.00%
Materials (XMJ),ASX:RAN,https://www.listcorp.com/asx/ran/range-international-limited,Range International Limited,14.44M,0.016,0.00%
Materials (XMJ),ASX:KTA,https://www.listcorp.com/asx/kta/krakatoa-resources,Krakatoa Resources,14.44M,0.049,0.00%
Materials (XMJ),ASX:TMR,https://www.listcorp.com/asx/tmr/tempus-resources-limited,Tempus Resources Limited,14.37M,0.115,0.00%
Materials (XMJ),ASX:SI6,https://www.listcorp.com/asx/si6/si6-metals-limited,SI6 Metals Limited,14.28M,0.01,0.00%
Materials (XMJ),ASX:QXR,https://www.listcorp.com/asx/qxr/qx-resources-limited,QX Resources Limited,14.25M,0.021,0.00%
Materials (XMJ),ASX:AL8,https://www.listcorp.com/asx/al8/alderan-resources-limited,Alderan Resources Limited,14.04M,0.033,0.00%
Materials (XMJ),ASX:AQD,https://www.listcorp.com/asx/aqd/ausquest,AusQuest Limited,14.01M,0.017,0.00%
Materials (XMJ),ASX:G50,https://www.listcorp.com/asx/g50/gold-50-limited,Gold 50 Limited,14M,0.25,0.00%
Materials (XMJ),ASX:FIN,https://www.listcorp.com/asx/fin/fin-resources-limited,Fin Resources Limited,13.94M,0.027,0.00%
Materials (XMJ),ASX:MRQ,https://www.listcorp.com/asx/mrq/mrg-metals,MRG Metals,13.87M,0.009,0.00%
Materials (XMJ),ASX:AII,https://www.listcorp.com/asx/aii/almonty-industries-inc,Almonty Industries Inc,13.85M,0.95,0.00%
Materials (XMJ),ASX:MR1,https://www.listcorp.com/asx/mr1/montem-resources-limited,Montem Resources Limited,13.75M,0.054,0.00%
Materials (XMJ),ASX:TMS,https://www.listcorp.com/asx/tms/tennant-minerals-limited,Tennant Minerals Limited,13.75M,0.033,0.00%
Materials (XMJ),ASX:NRX,https://www.listcorp.com/asx/nrx/noronex-limited,Noronex Limited,13.62M,0.08,0.00%
Materials (XMJ),ASX:CHR,https://www.listcorp.com/asx/chr/charger-metals-nl,Charger Metals NL,13.61M,0.425,0.00%
Materials (XMJ),ASX:PGD,https://www.listcorp.com/asx/pgd/peregrine-gold-limited,Peregrine Gold Limited,13.61M,0.405,0.00%
Materials (XMJ),ASX:CSE,https://www.listcorp.com/asx/cse/copper-strike,Copper Strike Limited,13.2M,0.11,0.00%
Materials (XMJ),ASX:AUN,https://www.listcorp.com/asx/aun/aurumin-limited,Aurumin Limited,13.15M,0.19,0.00%
Materials (XMJ),ASX:CRL,https://www.listcorp.com/asx/crl/comet-resources,Comet Resources,13.14M,0.019,0.00%
Materials (XMJ),ASX:MLM,https://www.listcorp.com/asx/mlm/metallica-minerals,Metallica Minerals,13.06M,0.023,0.00%
Materials (XMJ),ASX:MDI,https://www.listcorp.com/asx/mdi/middle-island-resources,Middle Island Resources,12.85M,0.105,0.00%
Materials (XMJ),ASX:RR1,https://www.listcorp.com/asx/rr1/reach-resources-limited,Reach Resources Limited,12.75M,0.008,0.00%
Materials (XMJ),ASX:LLO,https://www.listcorp.com/asx/llo/lion-one-metals,Lion One Metals,12.73M,1.20,0.00%
Materials (XMJ),ASX:ANW,https://www.listcorp.com/asx/anw/aus-tin-mining,Aus Tin Mining,12.72M,0.001,0.00%
Materials (XMJ),ASX:CR9,https://www.listcorp.com/asx/cr9/corella-resources-ltd,Corella Resources Ltd,12.64M,0.04,0.00%
Materials (XMJ),ASX:SAU,https://www.listcorp.com/asx/sau/southern-gold,Southern Gold,12.59M,0.059,0.00%
Materials (XMJ),ASX:R3D,https://www.listcorp.com/asx/r3d/r3d-resources-limited,R3D Resources Limited,12.52M,0.155,0.00%
Materials (XMJ),ASX:MHK,https://www.listcorp.com/asx/mhk/metal-hawk-limited,Metal Hawk Limited,12.43M,0.26,0.00%
Materials (XMJ),ASX:DLM,https://www.listcorp.com/asx/dlm/dominion-minerals-limited,Dominion Minerals Limited,12.43M,0.06,0.00%
Materials (XMJ),ASX:NWM,https://www.listcorp.com/asx/nwm/norwest-minerals-limited,Norwest Minerals Limited,12.28M,0.068,0.00%
Materials (XMJ),ASX:BMM,https://www.listcorp.com/asx/bmm/balkan-mining-and-minerals-limited,Balkan Mining and Minerals Limited,12.28M,0.375,0.00%
Materials (XMJ),ASX:VAR,https://www.listcorp.com/asx/var/variscan-mines,Variscan Mines,12.27M,0.046,0.00%
Materials (XMJ),ASX:KNB,https://www.listcorp.com/asx/knb/koonenberry-gold-limited,Koonenberry Gold Limited,12.23M,0.165,0.00%
Materials (XMJ),ASX:RFR,https://www.listcorp.com/asx/rfr/rafaella-resources-ltd,Rafaella Resources Ltd,12.21M,0.064,0.00%
Materials (XMJ),ASX:CRS,https://www.listcorp.com/asx/crs/caprice-resources,Caprice Resources Ltd,12.2M,0.175,0.00%
Materials (XMJ),ASX:CBE,https://www.listcorp.com/asx/cbe/cobre-limited,Cobre Limited,12.1M,0.094,0.00%
Materials (XMJ),ASX:NSM,https://www.listcorp.com/asx/nsm/north-stawell-minerals-ltd,North Stawell Minerals Ltd,12.04M,0.30,0.00%
Materials (XMJ),ASX:PSL,https://www.listcorp.com/asx/psl/paterson-resources-ltd,Paterson Resources Ltd,11.87M,0.035,0.00%
Materials (XMJ),ASX:TRN,https://www.listcorp.com/asx/trn/torrens-mining-limited,Torrens Mining Limited,11.84M,0.17,0.00%
Materials (XMJ),ASX:LSR,https://www.listcorp.com/asx/lsr/lodestar-minerals,Lodestar Minerals,11.82M,0.0085,0.00%
Materials (XMJ),ASX:RML,https://www.listcorp.com/asx/rml/resolution-minerals-ltd,Resolution Minerals Ltd,11.81M,0.018,0.00%
Materials (XMJ),ASX:AKO,https://www.listcorp.com/asx/ako/akora-resources-limited,Akora Resources Limited,11.78M,0.225,0.00%
